"","Genus","Species","Variety","SporeType","SporeName","SporeDim1_min2","SporeDim1_min","SporeDim1_max","SporeDim1_max2","SporeDim2_min2","SporeDim2_min","SporeDim2_max","SporeDim2_max2","Spore_units","SporeArea","Name"
"1","Acremonium","berkeleyanum","","asexual","conidia",NA,3.5,5.8,8.1,NA,1.5,2.5,NA,"um",7.30420291959627,"Acremonium berkeleyanum "
"2","Acremonium","cerealis","","asexual","conidia",NA,4,5.3,NA,NA,2.5,3.7,NA,"um",11.3215145253742,"Acremonium cerealis "
"3","Acremonium","furcatum","","asexual","conidia",NA,3,3.7,NA,NA,1.6,2.1,NA,"um",4.86750511765569,"Acremonium furcatum "
"4","Acremonium","fusidioides","","asexual","globose_conidia",NA,3.4,4.7,NA,NA,3.4,4.7,NA,"um",12.8824933751266,"Acremonium fusidioides "
"5","Acremonium","fusidioides","","asexual","fusiform_conidia",NA,4.9,6.4,NA,NA,1.2,2.1,NA,"um",7.32187437827271,"Acremonium fusidioides "
"6","Acremonium","kiliense","","asexual","conidia",NA,3.1,5.8,NA,NA,1,1.6,NA,"um",4.54352837525424,"Acremonium kiliense "
"7","Acremonium","luzulae","","asexual","conidia",NA,5.2,8.2,NA,NA,1.9,2.8,NA,"um",12.3660940826928,"Acremonium luzulae "
"8","Acremonium","murorum","","asexual","conidia",NA,3.4,5.7,NA,NA,2,3.7,NA,"um",10.1846506838564,"Acremonium murorum "
"9","Acremonium","rutilum","","asexual","conidia",NA,3,6,NA,NA,2,3.3,NA,"um",9.36587309851457,"Acremonium rutilum "
"10","Acremonium","strictum","","asexual","conidia",NA,3.3,5.5,NA,NA,0.9,1.8,NA,"um",4.66526509058084,"Acremonium strictum "
"11","Acrophialophora","fusispora","","asexual","conidia",NA,5,12,NA,NA,3,6,NA,"um",30.0414797499524,"Acrophialophora fusispora "
"12","Acrostalagamus","luteoalbus","","asexual","conidia",NA,3.5,5,NA,NA,2,2.5,NA,"um",7.5103699374881,"Acrostalagamus luteoalbus "
"13","Actinomucor","elegans","","asexual","conidia",NA,6,8,NA,NA,6,8,NA,"um",38.484510006475,"Actinomucor elegans "
"14","Ajellomyces","capsulatus","","sexual","ascospores",NA,1.5,2.5,NA,NA,1.5,2.5,NA,"um",3.14159265358979,"Ajellomyces capsulatus "
"15","Ajellomyces","capsulatus","","asexual","conidia",NA,2,6,NA,NA,2,6,NA,"um",12.5663706143592,"Ajellomyces capsulatus "
"16","Alternaria","alternata","","asexual","conidia",NA,18,63,NA,NA,7,18,NA,"um",397.607820219958,"Alternaria alternata "
"17","Alternaria","tenuissima","","asexual","conidia",NA,3,5,10,NA,2,4,NA,"um",9.42477796076938,"Alternaria tenuissima "
"18","Amorphotheca","resinae","","asexual","conidia",NA,3,7,NA,NA,2,4,NA,"um",11.7809724509617,"Amorphotheca resinae "
"19","Aphanoascus","fulvescens","","asexual","conidia",NA,10,12,NA,NA,7,8,NA,"um",64.7953484802895,"Aphanoascus fulvescens "
"20","Aphanomyces","euteiches","","sexual/asexual","oospore",18,20,23,25,18,20,23,25,"um",363.05030103047,"Aphanomyces euteiches "
"21","Apiosordaria","verruculosa","","sexual","ascospores",NA,26,29,NA,NA,11,17,NA,"um",302.378292908018,"Apiosordaria verruculosa "
"22","Apiosordaria","verruculosa","","asexual","conidia",NA,2.5,3.5,NA,NA,1.7,2.5,NA,"um",4.94800842940392,"Apiosordaria verruculosa "
"23","Apiospora","montagnei","","sexual","ascospores",NA,19,33,NA,NA,7,11,NA,"um",183.783170235003,"Apiospora montagnei "
"24","Apiospora","montagnei","","asexual","conidia",NA,5.5,8,NA,NA,3,4.5,NA,"um",19.8803910109979,"Apiospora montagnei "
"25","Arachniotus","ruber","","sexual","ascospores",NA,5.5,7,NA,NA,4,5,NA,"um",22.0893233455532,"Arachniotus ruber "
"26","Arachniotus","ruber","","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"um",NA,"Arachniotus ruber "
"27","Arhrinium","phaeospermum","","asexual","conidia",NA,8,12,NA,NA,5,7,NA,"um",47.1238898038469,"Arhrinium phaeospermum "
"28","Arthrobotrys","arthrobotryoides","","asexual","conidia",NA,7,30,NA,NA,10,14,16,"um",174.358392274234,"Arthrobotrys arthrobotryoides "
"29","Arthrobotrys","conoides","","asexual","conidia",NA,18,36,NA,NA,8,15,NA,"um",243.866129734908,"Arthrobotrys conoides "
"30","Arthrobotrys","oligospora","","asexual","conidia",NA,22,27,NA,NA,8,15,NA,"um",221.285932537231,"Arthrobotrys oligospora "
"31","Arthrobotrys","psychrophila","","asexual","conidia",NA,46,71,NA,NA,21,29,NA,"um",1148.64481396877,"Arthrobotrys psychrophila "
"32","Arthrobotrys","superba","","asexual","conidia",NA,12,22,NA,NA,6,11,NA,"um",113.490034610931,"Arthrobotrys superba "
"33","Arthroderma","cuniculi","","sexual","ascospores",NA,2.2,2.9,NA,NA,1.4,2,NA,"um",3.40470103832794,"Arthroderma cuniculi "
"34","Arthroderma","cuniculi","","asexual","conidia",NA,2.4,5.3,NA,NA,1.2,2,NA,"um",4.83805268652828,"Arthroderma cuniculi "
"35","Arthroderma","curreyi","","asexual","conidia",NA,2.5,6,NA,NA,1.5,2,NA,"um",5.84139884026852,"Arthroderma curreyi "
"36","Arthroderma","insingulare","","asexual","conidia",NA,6,30,NA,NA,2,5,NA,"um",49.4800842940392,"Arthroderma insingulare "
"37","Arthroderma","lenticulare","","sexual","ascospores",NA,2,3,NA,NA,1.8,2.5,NA,"um",4.22151512826128,"Arthroderma lenticulare "
"38","Arthroderma","lenticulare","","asexual","conidia",NA,3,6.5,NA,NA,1.5,3.5,NA,"um",9.3266031903447,"Arthroderma lenticulare "
"39","Arthroderma","quadrifidum","","sexual","ascospores",NA,2,3,NA,NA,1.8,2.5,NA,"um",4.22151512826128,"Arthroderma quadrifidum "
"40","Arthroderma","quadrifidum","","asexual","conidia",NA,3,6.5,NA,NA,1.5,3.5,NA,"um",9.3266031903447,"Arthroderma quadrifidum "
"41","Arthroderma","tuberculatum","","asexual","conidia",NA,10,15,NA,NA,7,10,NA,"um",83.4485548609789,"Arthroderma tuberculatum "
"42","Arthroderma","unicatum","","asexual","conidia",NA,6,13,NA,NA,3.5,7,NA,"um",39.1717333994477,"Arthroderma unicatum "
"43","Aspergillus","candidus","","asexual","conidia",NA,2.5,3.5,4,NA,2.5,3.5,NA,"um",7.06858347057703,"Aspergillus candidus "
"44","Aspergillus","carneus","","asexual","conidia",NA,2.4,2.8,NA,NA,2.4,2.8,NA,"um",5.30929158456675,"Aspergillus carneus "
"45","Aspergillus","clavatus","","asexual","conidia",NA,3,4.5,NA,NA,2.5,3.5,NA,"um",8.83572933822129,"Aspergillus clavatus "
"46","Aspergillus","flavipes","","sexual","ascospores",NA,6.4,8,NA,NA,5.6,6.4,NA,"um",33.9292006587698,"Aspergillus flavipes "
"47","Aspergillus","flavipes","","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Aspergillus flavipes "
"48","Aspergillus","flavus","","asexual","conidia",NA,3.5,4.5,NA,NA,3.5,4.5,NA,"um",12.5663706143592,"Aspergillus flavus "
"49","Aspergillus","fumigatus","","asexual","conidia",NA,2.5,3,NA,NA,2.5,3,NA,"um",5.9395736106932,"Aspergillus fumigatus "
"50","Aspergillus","japonicus","","asexual","conidia",NA,3,3.5,NA,NA,3,3.5,NA,"um",8.29576810088555,"Aspergillus japonicus "
"51","Aspergillus","melleus","","asexual","conidia",NA,2.8,3.5,NA,NA,2.8,3.5,NA,"um",7.79311327631118,"Aspergillus melleus "
"52","Aspergillus","niger","","asexual","conidia",NA,4,5,NA,NA,4,5,NA,"um",15.9043128087983,"Aspergillus niger "
"53","Aspergillus","niveus","","asexual","conidia",NA,2.4,3.2,NA,NA,2.4,3.2,NA,"um",6.15752160103599,"Aspergillus niveus "
"54","Aspergillus","ochraceus","","asexual","conidia",NA,2.5,3,NA,NA,2.5,3,NA,"um",5.9395736106932,"Aspergillus ochraceus "
"55","Aspergillus","oryzae","","asexual","conidia",NA,5,6,NA,NA,5,6,NA,"um",23.7582944427728,"Aspergillus oryzae "
"56","Aspergillus","parasiticus","","asexual","conidia",NA,5,5,NA,NA,5,5,NA,"um",19.6349540849362,"Aspergillus parasiticus "
"57","Aspergillus","restrictus","","asexual","conidia",NA,4.5,5,NA,NA,3,3.5,NA,"um",12.1245841474481,"Aspergillus restrictus "
"58","Aspergillus","sclerotiorum","","asexual","conidia",NA,2,3,NA,NA,2,3,NA,"um",4.90873852123405,"Aspergillus sclerotiorum "
"59","Aspergillus","sydowii","","asexual","conidia",NA,3.1,3.1,NA,NA,3.1,3.1,NA,"um",7.54767635024948,"Aspergillus sydowii "
"60","Aspergillus","tamarii","","asexual","conidia",NA,5,6.5,NA,NA,5,6.5,NA,"um",25.9672267773281,"Aspergillus tamarii "
"61","Aspergillus","terreus","","asexual","conidia",NA,1.8,2.4,NA,NA,1.8,2.4,NA,"um",3.46360590058275,"Aspergillus terreus "
"62","Aspergillus","ustus","","asexual","conidia",NA,3.2,4.5,NA,NA,3.2,4.5,NA,"um",11.6415642769587,"Aspergillus ustus "
"63","Aspergillus","versicolor","","asexual","conidia",NA,2,3,NA,NA,2,3,NA,"um",4.90873852123405,"Aspergillus versicolor "
"64","Aspergillus","wentii","","asexual","conidia",NA,4.5,5,NA,NA,4.5,5,NA,"um",17.7205460616549,"Aspergillus wentii "
"65","Athelia","rolfsii","","sexual","basidiospores",NA,4.5,6.8,NA,NA,3.5,4.5,NA,"um",17.7499984927823,"Athelia rolfsii "
"66","Athelia","rolfsii","","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Athelia rolfsii "
"67","Aureobasidium","pullulans","","asexual","conidia",7.5,9,11,16,3.5,4.5,5.5,7,"um",39.2699081698724,"Aureobasidium pullulans "
"68","Auxarthron","umbrinum","","sexual","ascospores",NA,2.1,3.6,NA,NA,2.1,3.6,NA,"um",6.37939658219577,"Auxarthron umbrinum "
"69","Auxarthron","umbrinum","","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Auxarthron umbrinum "
"70","Beauveria","bassiana","","asexual","conidia",NA,2,3,NA,NA,2,3,NA,"um",4.90873852123405,"Beauveria bassiana "
"71","Beauveria","brongniartii","","asexual","conidia",NA,2.5,4.5,NA,NA,2,2.5,NA,"um",6.18501053675491,"Beauveria brongniartii "
"72","Botryosphaeria","rhodina","","asexual","conidia",NA,22,28,NA,NA,12,15,NA,"um",265.071880146639,"Botryosphaeria rhodina "
"73","Botryotrichum","piluliferum","","sexual","ascospores",NA,13,16,NA,NA,8,10.5,NA,"um",105.341528665683,"Botryotrichum piluliferum "
"74","Botryotrichum","piluliferum","","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Botryotrichum piluliferum "
"75","Botrytis","cinerea","","asexual","conidia",NA,8,14,NA,NA,6,9,NA,"um",64.7953484802895,"Botrytis cinerea "
"76","Broomella","acuta","Truncatella","asexual","conidia",NA,17,19,21,NA,6,8,NA,"um",98.9601685880785,"Broomella acuta Truncatella"
"77","Cadophora","fastigiata","","asexual","conidia",NA,4,5.5,6.7,NA,2,3,3.8,"um",9.3266031903447,"Cadophora fastigiata "
"78","Cadophora","malorum","","asexual","conidia",NA,4,7,NA,NA,1.5,2.5,3,"um",8.63937979737193,"Cadophora malorum "
"79","Cadophora","tropica","","asexual","conidia",NA,28,45,60,NA,14,21,NA,"um",501.67307687012,"Cadophora tropica "
"80","Ceratocystis","fimbriata","","asexual","chlamydospore",NA,10,20,NA,NA,7.5,13,NA,"um",120.754967622358,"Ceratocystis fimbriata "
"81","Ceratocystis","fimbriata","","asexual","doliiform_conidia",NA,5,11,NA,NA,5,10,NA,"um",47.1238898038469,"Ceratocystis fimbriata "
"82","Ceratocystis","fimbriata","","sexual","ascospores",NA,4.5,8,NA,NA,3.5,6.5,NA,"um",24.5436926061703,"Ceratocystis fimbriata "
"83","Ceratocystis","fimbriata","","asexual","cylindrical_conidia",NA,11,16,25,NA,3.5,5,7,"um",45.0622196249286,"Ceratocystis fimbriata "
"84","Chaetomidium","fimeti","","sexual","ascospores",NA,7.5,10,NA,NA,5.5,6.5,NA,"um",41.233403578366,"Chaetomidium fimeti "
"85","Chaetomidium","fimeti","","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Chaetomidium fimeti "
"86","Chaetomium","botrychodes","","sexual","ascospores",NA,6.5,8.5,NA,NA,6.5,7.5,NA,"um",41.233403578366,"Chaetomium botrychodes "
"87","Chaetomium","botrychodes","","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Chaetomium botrychodes "
"88","Chaetomium","cochliodes","","sexual","ascospores",NA,8,10,NA,NA,7,8,NA,"um",53.0143760293278,"Chaetomium cochliodes "
"89","Chaetomium","cochliodes","","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Chaetomium cochliodes "
"90","Chaetomium","crispatum","","asexual","conidia",NA,9,12,NA,NA,6,9.5,NA,"um",63.9117755464674,"Chaetomium crispatum "
"91","Chaetomium","elatum","","sexual","ascospores",NA,10,12.5,NA,NA,8,9.5,NA,"um",77.3126317094363,"Chaetomium elatum "
"92","Chaetomium","elatum","","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Chaetomium elatum "
"93","Chaetomium","funicola","","sexual","ascospores",NA,5.5,6.5,NA,NA,3.5,5,NA,"um",20.0276531666349,"Chaetomium funicola "
"94","Chaetomium","funicola","","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Chaetomium funicola "
"95","Chaetomium","globosum","","sexual","ascospores",NA,9.3,10.5,NA,NA,8,9,NA,"um",66.0912554498953,"Chaetomium globosum "
"96","Chaetomium","globosum","","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Chaetomium globosum "
"97","Chaetomium","indicum","","sexual","ascospores",NA,5,7,NA,NA,4,5.5,6,"um",22.3838476568273,"Chaetomium indicum "
"98","Chaetomium","indicum","","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Chaetomium indicum "
"99","Chaetomium","nozdrenkoae","","sexual","ascospores",NA,13,25,NA,NA,7,16,NA,"um",171.609498702342,"Chaetomium nozdrenkoae "
"100","Chaetomium","nozdrenkoae","","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Chaetomium nozdrenkoae "
"101","Chaetomium","seminudum","","sexual","ascospores",NA,7.5,9,NA,NA,4,6,NA,"um",32.3976742401447,"Chaetomium seminudum "
"102","Chaetomium","seminudum","","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Chaetomium seminudum "
"103","Chaetomium","tetrasporum","","sexual","ascospores",NA,10,14,NA,NA,7,9,NA,"um",75.398223686155,"Chaetomium tetrasporum "
"104","Chaetomium","tetrasporum","","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Chaetomium tetrasporum "
"105","Chaetosphaeria","vermicularoides","var. caudigerum","asexual","conidia",NA,3.5,5,NA,NA,1.8,2.5,NA,"um",7.17657571804418,"Chaetosphaeria vermicularoides var. caudigerum"
"106","Chaetosphaeria","vermicularoides","var. chlamydosporum","asexual","conidia",NA,3,5,NA,NA,1.7,2.7,NA,"um",6.91150383789755,"Chaetosphaeria vermicularoides var. chlamydosporum"
"107","Chaetosphaeria","vermicularoides","var. virescens","asexual","conidia",NA,2.7,3.8,NA,NA,2,2.5,NA,"um",5.74322406984384,"Chaetosphaeria vermicularoides var. virescens"
"108","Cheilymenia","pulcherrima","","asexual","chlamydospore",NA,23,30,NA,NA,18,22,NA,"um",416.261026600648,"Cheilymenia pulcherrima "
"109","Cheilymenia","pulcherrima","","sexual","ascospores",NA,21,30,NA,NA,12,18,NA,"um",300.414797499524,"Cheilymenia pulcherrima "
"110","Cheilymenia","pulcherrima","","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Cheilymenia pulcherrima "
"111","Chrysosporium","merdarium","","asexual","conidia",NA,5,6,NA,NA,4,5,NA,"um",19.4386045440868,"Chrysosporium merdarium "
"112","Cladorrhinum","foecundissimum","","asexual","conidia",NA,2.5,3,NA,NA,2.5,3,NA,"um",5.9395736106932,"Cladorrhinum foecundissimum "
"113","Cladosporium","cladosporioides","","asexual","conidia",NA,3,7,11,NA,2,4,5,"um",11.7809724509617,"Cladosporium cladosporioides "
"114","Cladosporium","herbarum","","asexual","conidia",NA,5.5,13,NA,NA,3.8,6,NA,"um",35.5981717559893,"Cladosporium herbarum "
"115","Cladosporium","macrocarpum","","asexual","conidia",NA,7,17,NA,NA,5,8,NA,"um",61.261056745001,"Cladosporium macrocarpum "
"116","Cladosporium","sphaerospermum","","asexual","conidia",NA,3,4,7,NA,3,4,NA,"um",9.62112750161874,"Cladosporium sphaerospermum "
"117","Clonostachys","candelabrum","","asexual","conidia",NA,3.9,5,NA,NA,2.4,3.1,NA,"um",9.61131002457627,"Clonostachys candelabrum "
"118","Clonostachys","rosea","f. catenulata","asexual","conidia",NA,4,7.5,NA,NA,3,4,4.5,"um",15.8061380383736,"Clonostachys rosea f. catenulata"
"119","Clonostachys","rosea","f. Rosea","asexual","conidia",3.2,5,7,8.4,NA,3,4,4.8,"um",16.4933614313464,"Clonostachys rosea f. Rosea"
"120","Coccidioides","immitis","","asexual","conidia",NA,6,8,15,NA,2,4,NA,"um",16.4933614313464,"Coccidioides immitis "
"121","Cochliolobus","geniculatus","","asexual","conidia",NA,18,37,48,NA,8,14,NA,"um",237.582944427728,"Cochliolobus geniculatus "
"122","Cochliolobus","lunatus","","asexual","conidia",NA,20,30,NA,NA,9,15,NA,"um",235.619449019234,"Cochliolobus lunatus "
"123","Cochliolobus","sativus","","asexual","conidia",NA,60,100,NA,NA,18,23,NA,"um",1288.05298797182,"Cochliolobus sativus "
"124","Cochliolobus","spicifer","","asexual","conidia",NA,25,40,NA,NA,9,20,NA,"um",370.118884501047,"Cochliolobus spicifer "
"125","Colletotrichum","dematium","","asexual","conidia",NA,18,30,NA,NA,3,5,NA,"um",75.398223686155,"Colletotrichum dematium "
"126","Conidiobolus","coronatus","","asexual","conidia",NA,15,20,NA,NA,9,14,NA,"um",158.061380383736,"Conidiobolus coronatus "
"127","Coniothryium","cerealis","","asexual","conidia",NA,5.5,8,11,NA,1.5,2.5,NA,"um",10.6028752058656,"Coniothryium cerealis "
"128","Corynascus","sepedonium","","sexual","ascospores",11,15,20,NA,NA,6,10,NA,"um",109.955742875643,"Corynascus sepedonium "
"129","Corynascus","sepedonium","","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Corynascus sepedonium "
"130","Ctenomyces","serratus","","sexual","ascospores",NA,3.3,3.6,NA,NA,2,2.6,NA,"um",6.23213442655875,"Ctenomyces serratus "
"131","Ctenomyces","serratus","","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Ctenomyces serratus "
"132","Cunninghamella","echinulata","","sexual","zygospores",NA,30,50,NA,NA,30,50,NA,"um",1256.63706143592,"Cunninghamella echinulata "
"133","Cunninghamella","echinulata","","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Cunninghamella echinulata "
"134","Cunninghamella","elegans","","sexual","zygospores",NA,25,55,NA,NA,25,55,NA,"um",1256.63706143592,"Cunninghamella elegans "
"135","Cunninghamella","elegans","","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Cunninghamella elegans "
"136","Cylindrocarpon","candidum","","sexual","ascospores",NA,12,15,NA,NA,5,6,7,"um",58.3158136322605,"Cylindrocarpon candidum "
"137","Cylindrocarpon","candidum","","asexual","conidia",NA,4,9,NA,NA,1.5,3,NA,"um",11.4864481396877,"Cylindrocarpon candidum "
"138","Cylindrocarpon","destructans","","sexual","ascospores",NA,10,13,NA,NA,3,3.5,NA,"um",29.3542563569796,"Cylindrocarpon destructans "
"139","Cylindrocarpon","destructans","","asexual","conidia",NA,6,10,NA,NA,3.5,4,NA,"um",23.5619449019234,"Cylindrocarpon destructans "
"140","Cylindrocarpon","didymum","","asexual","conidia",NA,24,34,NA,NA,4,6,NA,"um",113.88273369263,"Cylindrocarpon didymum "
"141","Cylindrocarpon","obtusiusculum","","sexual","ascospores",NA,12,15,NA,NA,3,4,NA,"um",37.1100632205294,"Cylindrocarpon obtusiusculum "
"142","Cylindrocarpon","obtusiusculum","","asexual","conidia",NA,15,35,NA,NA,3.5,4.5,NA,"um",78.5398163397448,"Cylindrocarpon obtusiusculum "
"143","Cylindrocarpon","olidum","","asexual","conidia",NA,30,70,NA,NA,5,8,NA,"um",255.254403104171,"Cylindrocarpon olidum "
"144","Cylindrocladium","scoparium","","asexual","conidia",NA,42,50,NA,NA,3,4,5,"um",126.449104306989,"Cylindrocladium scoparium "
"145","Cylindroclaediella","parva","","asexual","conidia",NA,15,21,NA,NA,2,3,NA,"um",35.3429173528852,"Cylindroclaediella parva "
"146","Dendryphion","nanum","","asexual","conidia",NA,45,90,NA,NA,10,12.5,NA,"um",596.411730329937,"Dendryphion nanum "
"147","Doratomyces","microsporus","","asexual","conidia",NA,3,5,NA,NA,2,3,NA,"um",7.85398163397448,"Doratomyces microsporus "
"148","Doratomyces","nanus","","asexual","conidia",NA,6,8.5,NA,NA,5,6,NA,"um",31.3177517654733,"Doratomyces nanus "
"149","Doratomyces","purpureofuscus","","asexual","conidia",NA,5,7,NA,NA,2.5,3.5,NA,"um",14.1371669411541,"Doratomyces purpureofuscus "
"150","Doratomyces","stemonitis","","asexual","conidia",NA,6,8.5,NA,NA,4,4.5,NA,"um",24.2000809096839,"Doratomyces stemonitis "
"151","Emericella","nidulans","","sexual","ascospores",NA,3.8,4.5,NA,NA,3.8,4.5,NA,"um",13.5265198691126,"Emericella nidulans "
"152","Emericella","nidulans","","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Emericella nidulans "
"153","Emericella","rugulosa","","sexual","ascospores",NA,4,4.4,NA,NA,4,4.4,NA,"um",13.854423602331,"Emericella rugulosa "
"154","Emericella","rugulosa","","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Emericella rugulosa "
"155","Emericellopsis","minima","","sexual","ascospores",NA,4.7,6.3,NA,NA,2.4,3.8,NA,"um",13.3910386859265,"Emericellopsis minima "
"156","Emericellopsis","minima","","asexual","conidia",NA,5.5,8.5,NA,NA,1.9,2.5,NA,"um",12.0951317163207,"Emericellopsis minima "
"157","Emericellopsis","terricola","","sexual","ascospores",NA,6.3,8.5,NA,NA,4.1,5,NA,"um",26.4443561615921,"Emericellopsis terricola "
"158","Emericellopsis","terricola","","asexual","conidia",NA,4.7,8,NA,NA,2.1,3.2,NA,"um",13.2162875945706,"Emericellopsis terricola "
"159","Epicoccum","nigrum","","asexual","conidia",NA,15,25,NA,NA,15,25,NA,"um",314.159265358979,"Epicoccum nigrum "
"160","Eupenicillium","brefeldianum","","asexual","conidia",NA,2,3,NA,NA,1.5,2,NA,"um",3.43611696486384,"Eupenicillium brefeldianum "
"161","Eupenicillium","javanicum","","asexual","conidia",NA,2.3,3,NA,NA,1.5,2,NA,"um",3.64228398275567,"Eupenicillium javanicum "
"162","Eupenicillium","lapidosum","","asexual","conidia",NA,2.2,3,NA,NA,1.7,2.2,NA,"um",3.98196868842506,"Eupenicillium lapidosum "
"163","Eupenicillium","shearii","","asexual","conidia",NA,2.2,3,NA,NA,2,2.5,NA,"um",4.59457925587507,"Eupenicillium shearii "
"164","Eurotium","amstelodami","","sexual","ascospores",NA,4.7,5,NA,NA,3.6,3.8,NA,"um",14.0939700421672,"Eurotium amstelodami "
"165","Eurotium","amstelodami","","asexual","conidia",NA,4.5,5,NA,NA,3.5,4,NA,"um",13.989904785517,"Eurotium amstelodami "
"166","Eurotium","chevalieri","","sexual","ascospores",NA,4.6,5,NA,NA,3.4,3.8,NA,"um",13.5716802635079,"Eurotium chevalieri "
"167","Eurotium","chevalieri","","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Eurotium chevalieri "
"168","Eurotium","herbariorum","","sexual","ascospores",NA,5,7,NA,NA,3.8,4.8,NA,"um",20.2632726156542,"Eurotium herbariorum "
"169","Eurotium","herbariorum","","asexual","conidia",NA,5,7.5,NA,NA,5,7.5,NA,"um",30.6796157577128,"Eurotium herbariorum "
"170","Exophiala","jeanselmei","","asexual","conidia",NA,3.5,5,NA,NA,1.5,2.2,NA,"um",6.17519305971244,"Exophiala jeanselmei "
"171","Fusarium","accuminatum","","asexual","chlamydospore",NA,7,20,NA,NA,7,20,NA,"um",143.138815279185,"Fusarium accuminatum "
"172","Fusarium","accuminatum","","sexual","ascospores",NA,22,26,NA,NA,5,6,NA,"um",103.672557568463,"Fusarium accuminatum "
"173","Fusarium","accuminatum","","asexual","conidia",NA,24,54,NA,NA,3,4.5,NA,"um",114.864481396877,"Fusarium accuminatum "
"174","Fusarium","aquaeductuum","","sexual","ascospores",NA,8,11,NA,NA,3.5,4.5,NA,"um",29.845130209103,"Fusarium aquaeductuum "
"175","Fusarium","aquaeductuum","","asexual","conidia",NA,14,35,NA,NA,2,3,3.5,"um",48.1056375080937,"Fusarium aquaeductuum "
"176","Fusarium","avenaceum","","asexual","sporodochial conidia",NA,45,70,NA,NA,3,4.5,NA,"um",169.351478982575,"Fusarium avenaceum "
"177","Fusarium","avenaceum","","asexual","conidia",NA,16,31,80,NA,3,4.5,NA,"um",69.2132131494001,"Fusarium avenaceum "
"178","Fusarium","cf.eumartii","","asexual","chlamydospore",NA,6,10,NA,NA,6,10,NA,"um",50.2654824574367,"Fusarium cf.eumartii "
"179","Fusarium","cf.eumartii","","asexual","macroconidia",36,50,85,NA,NA,5,7,8,"um",318.086256175967,"Fusarium cf.eumartii "
"180","Fusarium","cf.eumartii","","sexual","ascospores",NA,11,16,NA,NA,4.5,6,NA,"um",55.6650948307941,"Fusarium cf.eumartii "
"181","Fusarium","cf.eumartii","","asexual","conidia",NA,4,14,NA,NA,2.5,5,NA,"um",26.5071880146639,"Fusarium cf.eumartii "
"182","Fusarium","chlamydosporum","","asexual","chlamydospore",NA,7,17,NA,NA,7,17,NA,"um",113.097335529233,"Fusarium chlamydosporum "
"183","Fusarium","chlamydosporum","","asexual","macroconidia",NA,30,38,NA,NA,3,4.5,NA,"um",100.138265833175,"Fusarium chlamydosporum "
"184","Fusarium","chlamydosporum","","asexual","conidia",NA,8.5,10,15,NA,2.5,3,3.7,"um",19.9785657814226,"Fusarium chlamydosporum "
"185","Fusarium","culmorum","","asexual","chlamydospore",NA,9,14,NA,NA,9,14,NA,"um",103.868907109313,"Fusarium culmorum "
"186","Fusarium","culmorum","","asexual","conidia",NA,30,50,NA,NA,5,7.5,NA,"um",196.349540849362,"Fusarium culmorum "
"187","Fusarium","dimerum","","asexual","chlamydospore",NA,8,12,NA,NA,8,12,NA,"um",78.5398163397448,"Fusarium dimerum "
"188","Fusarium","dimerum","","asexual","conidia",NA,15,25,NA,NA,2.5,4,NA,"um",51.0508806208341,"Fusarium dimerum "
"189","Fusarium","equiseti","","asexual","chlamydospore",NA,7,9,NA,NA,7,9,NA,"um",50.2654824574367,"Fusarium equiseti "
"190","Fusarium","equiseti","","asexual","conidia",NA,31,47,NA,NA,4,5,NA,"um",137.837377676252,"Fusarium equiseti "
"191","Fusarium","flocciferum","","asexual","chlamydospore",NA,8,11,NA,NA,8,11,NA,"um",70.8821842466197,"Fusarium flocciferum "
"192","Fusarium","flocciferum","","asexual","conidia",NA,22,35,48,NA,3.5,5,NA,"um",95.1313525415159,"Fusarium flocciferum "
